name,latitude_deg,longitude_deg
Negage Airport,-7.754509925842285,15.287699699401855
Porto Amboim Airport,-10.722,13.7655
Saurimo Airport,-9.68907,20.4319
Soyo Airport,-6.141089916229248,12.371800422668457
Sumbe Airport,-11.1679,13.8475
Lubango Mukanka International Airport,-14.924839,13.576653
Luena Airport,-11.7681,19.897699
Uige Airport,-7.60307,15.0278
Xangongo Airport,-16.755399703979492,14.965299606323242
Koulamoutou Mabimbi Airport,-1.18461,12.4413
Mouilla Ville Airport,-1.84514,11.0567
Oyem Airport,1.5431100130081177,11.581399917602539
Okondja Airport,-0.665214,13.6731
Lambarene Airport,-0.704389,10.2457
Bitam Airport,2.07564,11.4932
Port Gentil International Airport,-0.711739,8.75438
Omboue Hospital Airport,-1.57473,9.26269
Makokou Airport,0.5792109966278076,12.890899658203125
Libreville Leon M'ba International Airport,0.458951,9.41214
M'Vengue El Hadj Omar Bongo Ondimba International Airport,-1.65616,13.438
Principe Airport,1.661155,7.411081
São Tomé International Airport,0.378175,6.71215
Beira International Airport,-19.7964,34.9076
Chimoio Airport,-19.15130043029785,33.42900085449219
Inhambane Airport,-23.8764,35.408501
Lichinga Airport,-13.274,35.2663
Maputo Airport,-25.920799,32.572601
Mueda Airport,-11.6729,39.563099
Mocímboa da Praia Airport,-11.3618,40.3549
Nacala International Airport,-14.4882,40.7122
Nampula Airport,-15.1056,39.281799
Pemba Airport,-12.993302,40.524867
Quelimane Airport,-17.855499267578125,36.86909866333008
Tete Airport,-16.104799,33.640202
Vilankulo Airport,-22.018400192260742,35.31330108642578
Seychelles International Airport,-4.67434,55.521801
Praslin Island Airport,-4.319256,55.691561
Ouadi Doum Air Base,18.52793,20.188644
Abeche Airport,13.847,20.844299
Moundou Airport,8.628503,16.074241
N'Djamena International Airport,12.1337,15.034
Faya-Largeau Airport,17.917101,19.111099
Joshua Mqabuko Nkomo International Airport,-20.016284,28.622897
Buffalo Range Airport,-21.008101,31.5786
Victoria Falls International Airport,-18.097437,25.836867
Robert Gabriel Mugabe International Airport,-17.931801,31.0928
Kariba Airport,-16.5198,28.885
Mutoko Airport,-17.4319,32.184502
Masvingo International Airport,-20.0553,30.8591
Gweru - Thornhill Air Base,-19.436718,29.861945
Hwange National Park Airport,-18.6299,27.021
Chileka International Airport,-15.677189,34.972319
Dwangwa Airport,-12.517527,34.131877
Karonga Airport,-9.953571,33.893264
Kamuzu International Airport,-13.7894,33.780998
Mzuzu Airport,-11.4447,34.011799
Moshoeshoe I International Airport,-29.456277,27.554456
Arandis Airport,-22.461875,14.979322
Grootfontein Airport,-19.6022,18.1227
Katima Mulilo Airport,-17.634258,24.176688
Keetmanshoop Airport,-26.539801,18.111401
Luderitz Airport,-26.687400817871094,15.242899894714355
Mariental Airport,-24.6054,17.9254
Ondangwa Airport,-17.878201,15.9526
Oranjemund Airport,-28.5847,16.446699
Rundu Airport,-17.956499,19.7194
Tsumeb Airport,-19.262079,17.732509
Walvis Bay International Airport,-22.979332,14.647102
Eros Airport,-22.60492,17.079002
Hosea Kutako International Airport,-22.4799,17.4709
Ndjili International Airport,-4.38575,15.4446
Ndolo Airport,-4.32666015625,15.327500343323
Bandundu Airport,-3.31132,17.381701
Kikwit Airport,-5.03577,18.785601
Mbandaka Airport,0.0226000007242,18.2887001038
Gbadolite Airport,4.252745,20.975271
Gemena Airport,3.23537,19.771299
Lisala Airport,2.17066,21.496901
Bangoka International Airport,0.481639,25.337999
Matari Airport,2.82761,27.588301
Bunia Airport,1.565743,30.220685
Buta Zega Airport,2.818058,24.793997
Bukavu Kavumu Airport,-2.30898,28.8088
Goma International Airport,-1.666758,29.238037
Kindu Airport,-2.91917991638,25.915399551399997
Lubumbashi International Airport,-11.591494,27.530753
Kolwezi Airport,-10.7659,25.505699
Kalemie Airport,-5.87556,29.25
Kamina Air Base,-8.64202,25.252899
Kananga Airport,-5.90005,22.4692
Mbuji Mayi Airport,-6.121240139010001,23.569000244099996
Modibo Keita International Airport,12.5335,-7.94994
Gao International Airport,16.248466,-0.005389
Kayes Dag Dag Airport,14.482521,-11.399335
Mopti Airport,14.5128,-4.07956
Tombouktou Airport,16.730499,-3.00758
Banjul International Airport,13.338,-16.652201
Fuerteventura Airport,28.4527,-13.8638
El Hierro Airport,27.8148,-17.8871
La Palma Airport,28.626499,-17.7556
Gran Canaria Airport,27.9319,-15.3866
César Manrique-Lanzarote Airport,28.945499,-13.6052
Tenerife Sur Airport,28.0445,-16.5725
Tenerife Norte-Ciudad de La Laguna Airport,28.482752,-16.341707
Ozurgeti Air Base,41.9291,41.863499
Senaki Air Base,42.2403057198,42.0454931259
Melilla Airport,35.2798,-2.95626
Bo Airport,7.9444,-11.761
Kenema Airport,7.896364,-11.174126
Lungi International Airport,8.61644,-13.1955
Yengema Airport,8.61047,-11.0454
Osvaldo Vieira International Airport,11.894262,-15.653596
Greenville/Sinoe Airport,5.032124,-9.064236
Spriggs Payne Airport,6.28906,-10.7587
Roberts International Airport,6.23379,-10.3623
Al Massira Airport,30.322478,-9.412003
Tan Tan Airport,28.448200225830078,-11.161299705505371
Zagora Airport,30.265788,-5.860808
Bouarfa Airport,32.514306,-1.983056
Fes Saïss International Airport,33.927299,-4.97796
Moulay Ali Cherif Airport,31.9475002289,-4.39833021164
Bassatine Airport,33.879101,-5.51512
Oujda Angads Airport,34.789558,-1.926041
Smara Airport,26.731987,-11.683655
Beni Mellal Airport,32.401895,-6.315905
Rabat-Salé Airport,34.051498,-6.75152
Dakhla Airport,23.7183,-15.932
Essaouira-Mogador Airport,31.397499,-9.68167
Laayoune Hassan I International Airport,27.142467,-13.224947
Mohammed V International Airport,33.3675,-7.58997
Nador Al Aaroui International Airport,34.9888,-3.02821
Marrakesh Menara Airport,31.604807,-8.035788
Kenitra Air Base,34.298901,-6.59588
Ouarzazate International Airport,30.9391,-6.90943
Cherif Al Idrissi Airport,35.177101,-3.83952
Sania Ramel Airport,35.594299,-5.32002
Tangier Ibn Battuta Airport,35.731741,-5.921459
Blaise Diagne International Airport,14.670878,-17.072829
Ziguinchor Airport,12.55559,-16.283298
Cap Skirring Airport,12.39533,-16.748
Kaolack Airport,14.146900177001953,-16.051300048828125
Léopold Sédar Senghor International Airport,14.742337,-17.479222
Ouro Sogui Airport,15.5936,-13.3228
Saint Louis Airport,16.049814,-16.461039
Bakel Airport,14.847299575805664,-12.468299865722656
Kédougou Airport,12.57229995727539,-12.22029972076416
Tambacounda Airport,13.7368,-13.6531
Nouakchott–Oumtounsy International Airport,18.31,-15.969722
Atar International Airport,20.505823,-13.043744
Nouadhibou International Airport,20.932404,-17.030199
(Duplicate)Kasteli Hellenic Air Force Base,35.191341,25.326588
Ahmed Sékou Touré International Airport,9.57689,-13.612
Amílcar Cabral International Airport,16.7414,-22.9494
Aristides Pereira International Airport,16.136499,-22.888901
Maio Airport,15.155900001525879,-23.213699340820312
Nelson Mandela International Airport,14.941126,-23.484728
Preguiça Airport,16.588852,-24.284132
Cesaria Evora International Airport,16.833363,-25.055308
Addis Ababa Bole International Airport,8.97789,38.799301
Arba Minch Airport,6.03939,37.5905
Axum Airport,14.1468,38.7728
Bahir Dar Airport,11.6081,37.321602
Aba Tenna Dejazmach Yilma International Airport,9.623549,41.855027
Gambela Airport,8.12876,34.563099
Gondar Airport,12.5199,37.433998
Gode Airport,5.93513011932,43.5786018372
Harar Meda Airport,8.7163,39.0059
Gerad Wilwal International Airport,9.331907,42.911811
Baco Airport,5.749655,36.560165
Jimma Airport,7.66609001159668,36.81660079956055
Kebri Dahar Airport,6.732577,44.241339
Hawassa International Airport,7.100611,38.396455
Alula Aba Nega Airport,13.4674,39.533501
Asosa Airport,10.018500328063965,34.586299896240234
Bujumbura Melchior Ndadaye International Airport,-3.32402,29.318501
Gitega Airport,-3.417209,29.911308
Bender Qassim International Airport,11.275235,49.139231
Egal International Airport,9.514082,44.083469
Berbera Airport,10.385035,44.936723
Kismayo Airport,-0.377353,42.459202
Aden Adde International Airport,2.01444,45.304699
Djibouti-Ambouli Airport,11.5473,43.1595
Birma Air Base,30.836599,30.936001
Gebel El Basur Air Base,30.540501,30.5602
Al Mansurah Airbase,30.9676,31.4342
Abu Suwayr Air Base,30.57270050048828,32.095298767089844
Bardawil International Airport,30.410714,33.15535
Bilbeis Air Base,30.394899,31.6014
Quesna Airport,30.579,31.1292
El Alamein International Airport,30.924324,28.46161
El Arish International Airport,31.055324,33.827964
Asyut International Airport,27.045962,31.01276
Almaza Air Force Base,30.091702,31.359739
Alexandria International Airport,30.93249,29.696437
Abu Simbel Airport,22.374402,31.609881
Bani Sweif Air Base,29.20224,31.013471
Cairo International Airport,30.111534,31.396694
Capital International Airport,30.06465,31.839974
Cairo West Air Base,30.116431,30.915535
Hurghada International Airport,27.176776,33.796692
El Jora Airport,31.078138,34.153131
Jiyanklis Air Base,30.819799,30.1912
Ismailia Air Base,30.597951,32.235689
Luxor International Airport,25.671018,32.706446
Marsa Alam International Airport,25.555548,34.59245
Mersa Matruh International Airport,31.324313,27.22227
Port Said International Airport,31.279285,32.240582
Saint Catherine International Airport,28.684292,34.064409
Sohag International Airport,26.342515,31.743017
Sharm El Sheikh International Airport,27.977272,34.394717
Aswan International Airport,23.961075,32.820382
Sphinx International Airport,30.108179,30.895728
Taba International Airport,29.594496,34.775752
Asmara International Airport,15.2919,38.910702
Massawa International Airport,15.67,39.370098
Assab International Airport,13.0718,42.645
Juba International Airport,4.87201,31.601101
Amboseli Airport,-2.645050048828125,37.25310134887695
Eldoret International Airport,0.404458,35.238899
Jomo Kenyatta International Airport,-1.31923997402,36.9277992249
Kisumu International Airport,-0.086139,34.728901
Kitale Airport,0.971989,34.958599
Lokichogio Airport,4.20412,34.348202
Lodwar Airport,3.12197,35.6087
Manda Airport,-2.252431,40.912892
Malindi International Airport,-3.22931,40.1017
Moi International Airport,-4.03483,39.5942
Mara Serena Lodge Airstrip,-1.406111,35.008057
Nanyuki Airport,-0.062399,37.041008
Nairobi Wilson Airport,-1.321720004081726,36.81480026245117
Laikipia Air Base,0.032933,37.026901
Moi Air Base,-1.27727,36.862301
Wajir Airport,1.73324,40.091599
Matan al-Sarra Air Base,21.6877,21.8309
Bombah Airport,32.4529,23.118601
Okba Ibn Nafa Air Base,32.473400116,11.897899627700001
Sirt International Airport / Ghardabiya Airbase,31.058578,16.597095
Ghat Airport,25.1455993652,10.142600059500001
Kufra Airport,24.178699493408203,23.31399917602539
Benina International Airport,32.096802,20.269501
Mitiga International Airport,32.89177,13.287878
Al Abraq International Airport,32.789036,21.954864
Sabha Airport,26.992452,14.466162
Marsa al Brega Airport,30.378099,19.576401
Ghadames East Airport,30.151699,9.71531
Udbina Airfield,44.557598,15.7744
Gisenyi Airport,-1.6771999597549438,29.258899688720703
Kigali International Airport,-1.96863,30.1395
Kamembe Airport,-2.462239980697632,28.907899856567383
Dongola Airport,19.153900146499996,30.430099487299998
Paloich Airport,10.529167,32.500556
El Fasher Airport,13.614899635314941,25.324600219726562
Kassala Airport,15.387499809265137,36.328800201416016
Merowe Airport,18.443333,31.843333
Nyala Airport,12.0535,24.9562
El-Obeid Airport,13.1532,30.2327
Port Sudan New International Airport,19.434558,37.234125
Sabera Geneina Airport,13.4774,22.53722
Khartoum International Airport,15.5895,32.5532
Malakal International Airport,9.558739,31.651937
Wau Airport,7.72583,27.975
Arusha Airport,-3.3677899837493896,36.63330078125
Julius Nyerere International Airport,-6.873499,39.207288
Dodoma Airport,-6.17044,35.752602
Songwe Airport,-8.919942,33.273981
Iringa Airport,-7.66863,35.752102
Kilimanjaro International Airport,-3.427049,37.07353
Lake Manyara Airport,-3.37631,35.818298
Mtwara Airport,-10.336204,40.181997
Mwanza International Airport,-2.446563,32.936049
Pemba Airport,-5.25726,39.811401
Tanga Airport,-5.09236,39.071201
Abeid Amani Karume International Airport,-6.22202,39.224899
Kalocsa-Foktő Airfield,46.55149,18.942299
Arua Airport,3.049152,30.911714
Entebbe International Airport,0.042386,32.443501
Gulu Airport,2.8055601119995117,32.27180099487305
Soroti Airport,1.7276899814605713,33.622798919677734
Chengdu Huaizhou Airport,30.677339,104.529397
Indigo Bay Lodge Airport,-21.708,35.452801
Dhoho International Airport,-7.750278,111.947222
Old Nabire Airport,-3.368586,135.496702
Tabing Airport,-0.874989,100.351997
Susilo Airport,0.063851,111.473572
Bilorai Airport,-3.739503,137.031183
Jakkur Aerodrome,13.07674,77.597645
Maharshi Valmiki International Airport,26.747736,82.163664
Sindhudurg Airport,16.002552,73.529846
Navi Mumbai International Airport,18.984597,73.065253
Rashtrakavi Kuvempu Airport,13.858024,75.618868
Itanagar Donyi Polo Hollongi Airport,26.96683,93.638792
Sant Gadge Baba Yavatmal Airport,20.395781,78.216272
Noida International Airport,28.179868,77.611843
Maa Mahamaya Airport,22.98753,83.19612
H1 New Air Base,33.816262,41.436712
H2 Air Base,33.36372375488281,40.5880241394043
H3 Air Base,32.92938232421875,39.74510192871094
H3 Northwest AFB,33.07456970214844,39.59961700439453
H3 Southwest Air Base,32.74492645263672,39.59955596923828
Jalibah Southeast Air Base,30.546518,46.602779
Kut Al Hayy East Air Base,32.11684036254883,46.382240295410156
Qalat Salih Air Base,31.456581115722656,47.289791107177734
Rasheed Air Base,33.279327,44.493706
Ruwayshid Air Base,32.40611267089844,39.12361145019531
Sahl Sinjar Air Base,35.8592643737793,42.14213943481445
Salum Air Base,34.1640739440918,44.7469482421875
Samarra East Air Base / Dhuluiya Airport,34.16554,44.264304
Tal Ashtah New Air Base,35.139721,44.133888
Tuz Khurmatu Air Base,34.93722152709961,44.4827766418457
Oghab 44 Airbase,28.04816,55.521791
King Feisal Air Base,30.3435,36.147701
Boulder City Municipal Airport,35.947161,-114.858799
Mesquite Airport,36.833105,-114.055928
Van Zandt County Regional Airport,32.681499,-95.9841
South Alabama Regional At Bill Benton Field Airport,31.3088,-86.393799
Lehigh Valley International Airport,40.651773,-75.442797
Abilene Regional Airport,32.4113006592,-99.68190002440001
Albuquerque International Sunport,35.039976,-106.608925
Aberdeen Regional Airport,45.449100494384766,-98.42179870605469
Southwest Georgia Regional Airport,31.532946,-84.196215
Nantucket Memorial Airport,41.25310135,-70.06020355
Waco Regional Airport,31.611299514770508,-97.23049926757812
California Redwood Coast-Humboldt County Airport,40.978101,-124.109
Atlantic City International Airport,39.456201,-74.577511
Ada Regional Airport,34.805214,-96.671988
Joint Base Andrews,38.810799,-76.866997
Double Eagle II Airport,35.145199,-106.794998
Alexandria International Airport,31.325828,-92.546702
Perot Field/Fort Worth Alliance Airport,32.99044,-97.31947
Allegheny County Airport,40.354401,-79.930199
Augusta Regional At Bush Field,33.3699,-81.9645
Athens Ben Epps Airport,33.948842,-83.325634
Alliance Municipal Airport,42.052543,-102.803965
Akron Fulton International Airport,41.037355,-81.46784
Albany International Airport,42.748299,-73.801697
Alice International Airport,27.7409,-98.026901
Alamogordo White Sands Regional Airport,32.837818,-105.993149
St Louis Regional Airport,38.89030075069999,-90.0459976196
Waterloo Regional Airport,42.557098388671875,-92.40029907226562
San Luis Valley Regional Airport/Bergman Field,37.434898,-105.866997
Walla Walla Regional Airport,46.09489822,-118.288002
Rick Husband Amarillo International Airport,35.217857,-101.706444
Anniston Regional Airport,33.5882,-85.8581
Anderson Regional Airport,34.4945983887,-82.70939636230001
Altoona Blair County Airport,40.296398,-78.32
Centennial Airport,39.57009888,-104.848999
Naples Municipal Airport,26.1525993347,-81.7752990723
Phillips Army Air Field,39.466202,-76.1688
Alpena County Regional Airport,45.0780983,-83.56030273
Acadiana Regional Airport,30.0378,-91.883904
Watertown International Airport,43.991901,-76.021698
Aspen-Pitkin County Airport (Sardy Field),39.223202,-106.869003
Astoria Regional Airport,46.158000946,-123.878997803
Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
Appleton International Airport,44.258515,-88.519
Watertown Regional Airport,44.91400146,-97.15470123
Augusta State Airport,44.320598602299995,-69.7973022461
Austin Bergstrom International Airport,30.197535,-97.662015
Wausau Downtown Airport,44.9262008667,-89.6266021729
Asheville Regional Airport,35.435488,-82.541853
Wilkes-Barre/Scranton International Airport,41.337064,-75.724232
Arlington Municipal Airport,48.161448,-122.158442
Chandler Field,45.866299,-95.394699
Kalamazoo/Battle Creek International Airport,42.232105,-85.549637
Beale Air Force Base,39.136101,-121.436996
Barksdale Air Force Base,32.501801,-93.662697
Westfield-Barnes Regional Airport,42.157799,-72.715599
Columbus Municipal Airport,39.262386,-85.895576
New Braunfels National Airport,29.7045,-98.042198
Curtis Field,31.178931,-99.324732
Branson Airport,36.532082,-93.200544
Bryce Canyon Airport,37.706401825,-112.144996643
Boca Raton Airport,26.3785,-80.107697
Baudette International Airport,48.7284011841,-94.612197876
Bradley International Airport,41.938555,-72.688016
Igor I Sikorsky Memorial Airport,41.163502,-73.126198
Laurence G Hanscom Field,42.470001,-71.289001
Bradford Regional Airport,41.8031005859375,-78.64009857177734
Western Neb. Rgnl/William B. Heilig Airport,41.87400055,-103.5960007
King County International Airport - Boeing Field,47.527042,-122.29995
Meadows Field,35.433601,-119.056999
Mobile Downtown Airport,30.626800537100003,-88.06809997559999
Greater Binghamton/Edwin A Link field,42.20869827,-75.97979736
Bangor International Airport,44.806364,-68.826668
Hancock County-Bar Harbor Airport,44.45000076,-68.3615036
Birmingham-Shuttlesworth International Airport,33.562877,-86.750712
Biggs Army Air Field (Fort Bliss),31.84950066,-106.3799973
Eastern Sierra Regional Airport,37.3731,-118.363998
Billings Logan International Airport,45.807824,-108.533667
Bismarck Municipal Airport,46.772734,-100.746874
Keesler Air Force Base,30.4104003906,-88.92440032959999
Rocky Mountain Metropolitan Airport,39.908798,-105.116997
Bemidji Regional Airport,47.50939941,-94.93370056
Baker City Municipal Airport,44.837299346900004,-117.808998108
Buckley Space Force Base,39.701698,-104.751999
Burke Lakefront Airport,41.51750183105469,-81.68329620361328
Raleigh County Memorial Airport,37.7873,-81.124199
Mercer County Airport,37.295799,-81.207703
Blythe Airport,33.6192016602,-114.717002869
Bellingham International Airport,48.79280090332031,-122.53800201416016
Scott AFB/Midamerica Airport,38.5452,-89.835197
Monroe County Airport,39.145999908447266,-86.61669921875
Central Illinois Regional Airport at Bloomington-Normal,40.4771,-88.915901
Nashville International Airport,36.1245,-86.6782
Burns Municipal Airport,43.590463,-118.955154
Boise Air Terminal/Gowen Field,43.5644,-116.223
General Edward Lawrence Logan International Airport,42.36197,-71.0079
Miley Memorial Field,42.58509827,-110.1110001
Ozark Regional Airport,36.3689002991,-92.47049713130001
Jack Brooks Regional Airport,29.9508,-94.020699
Brunswick Golden Isles Airport,31.258801,-81.466499
Brainerd Lakes Regional Airport,46.402861,-94.129727
Southeast Iowa Regional Airport,40.783199310302734,-91.12550354003906
Brownsville South Padre Island International Airport,25.907238,-97.425235
Battle Creek Executive Airport at Kellogg Field,42.307301,-85.251503
Bert Mooney Airport,45.95479965209961,-112.49700164794922
Baton Rouge Metropolitan Airport,30.533199,-91.149597
Patrick Leahy Burlington International Airport,44.471901,-73.153297
Buffalo Niagara International Airport,42.940498,-78.732201
Bobe Hope / Hollywood Burbank Airport,34.202834,-118.35805
Beaver County Airport,40.772499,-80.391403
Beverly Regional Airport,42.584202,-70.916496
Bowling Green Warren County Regional Airport,36.964500427199994,-86.41970062259999
Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297
Brunswick Executive Airport,43.89220047,-69.93859863
Arkansas International Airport,35.9642982483,-89.94400024410001
Burley Municipal Airport,42.542598724399994,-113.772003174
Bicycle Lake Army Air Field,35.2804985046,-116.629997253
Bozeman Yellowstone International Airport,45.778853,-111.153711
Columbia Metropolitan Airport,33.938172,-81.117499
Akron Canton Regional Airport,40.916099548339844,-81.44219970703125
Caribou Municipal Airport,46.871498,-68.017899
Columbus Air Force Base,33.643799,-88.443802
Buchanan Field,37.9897,-122.056999
Northeast Iowa Regional Airport,43.0726013184,-92.6108016968
Cedar City Regional Airport,37.70100021362305,-113.0989990234375
Chadron Municipal Airport,42.837601,-103.095001
Childress Municipal Airport,34.4337997437,-100.288002014
Jack Mc Namara Field Airport,41.778929,-124.236403
Westover Metropolitan Airport / Westover Air Reserve Base,42.194,-72.534798
Bob Sikes Airport,30.778799057,-86.522102356
Cortez Municipal Airport,37.303001,-108.627998
Cuyahoga County Airport,41.5651016235,-81.4863967896
Cape Girardeau Regional Airport,37.2253,-89.570801
Chattanooga Metropolitan Airport (Lovell Field),35.035301,-85.203796
Charlottesville Albemarle Airport,38.13859939575195,-78.4529037475586
Charleston International Airport,32.896159,-80.038151
The Eastern Iowa Airport,41.884701,-91.7108
Chippewa County International Airport,46.242038,-84.462082
North Central West Virginia Airport,39.2966,-80.228104
Cleveland Hopkins International Airport,41.411701,-81.8498
Easterwood Field,30.5886,-96.3638
William R Fairchild International Airport,48.120201,-123.5
Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594
Camarillo International Airport,34.213699,-119.094002
John Glenn Columbus International Airport,39.998001,-82.891899
University of Illinois Willard Airport,40.039819,-88.276249
Houghton County Memorial Airport,47.168399810791016,-88.48909759521484
Cavern City Air Terminal,32.337501525878906,-104.26300048828125
Chanute Martin Johnson Airport,37.668173,-95.486727
Canyonlands Regional Airport,38.755001,-109.754997
Yellowstone Regional Airport,44.520199,-109.024002
Coeur D'Alene Airport - Pappy Boyington Field,47.7743,-116.82
Patrick Space Force Base,28.2349,-80.6101
Concord Municipal Airport,43.20270157,-71.50229645
City of Colorado Springs Municipal Airport,38.805801,-104.700996
Columbia Regional Airport,38.8181,-92.219597
Casper-Natrona County International Airport,42.907381,-106.461609
Grand Strand Airport,33.8116989136,-78.72389984130001
Jacksonville Executive at Craig Airport,30.3362998962,-81.51439666750001
Corpus Christi International Airport,27.770399,-97.501198
McClellan-Palomar Airport,33.1283,-117.279999
Yeager Airport,38.3731,-81.593201
Columbus Airport,32.516415,-84.939602
Crossville Memorial Airport Whitson Field,35.95131,-85.08499
Cut Bank International Airport,48.608657,-112.378183
Jim Hamilton L.B. Owens Airport,33.970500946,-80.9952011108
Cincinnati Northern Kentucky International Airport,39.048801,-84.667801
Clovis Municipal Airport,34.426594,-103.078794
Corvallis Municipal Airport,44.49720001,-123.2900009
Cannon Air Force Base,34.382801,-103.321999
Central Wisconsin Airport,44.777448,-89.670238
Conroe-North Houston Regional Airport,30.351801,-95.414497
Carson Airport,39.194331,-119.734312
Cheyenne Regional Jerry Olson Field,41.155701,-104.811997
Davison Army Air Field,38.715000152600005,-77.1809997559
Daytona Beach International Airport,29.18255,-81.059464
Barstow Daggett Airport,34.85369873,-116.7870026
Dallas Love Field,32.844776,-96.847653
Danville Regional Airport,36.572899,-79.336098
James M. Cox Dayton International Airport,39.902401,-84.219398
Dubuque Regional Airport,42.402,-90.709503
Ronald Reagan Washington National Airport,38.8521,-77.037697
Dodge City Regional Airport,37.76340103149414,-99.9655990600586
Decatur Airport,39.834598541259766,-88.8656997680664
Denver International Airport,39.860027,-104.673792
Coleman A. Young Municipal Airport,42.40919876,-83.00990295
Dallas Fort Worth International Airport,32.896801,-97.038002
Dothan Regional Airport,31.321300506591797,-85.44960021972656
Dalhart Municipal Airport,36.0225982666,-102.54699707
Dickinson Theodore Roosevelt Regional Airport,46.797533,-102.801905
Laughlin Air Force Base,29.359501,-100.778002
Duluth International Airport,46.842098,-92.193604
Columbia Gorge Regional Airport,45.620979,-121.170777
Davis Monthan Air Force Base,32.1665000916,-110.883003235
Deming Municipal Airport,32.262298584,-107.721000671
Daniel Field,33.4664993286,-82.0393981934
Dover Civil Air Terminal/Dover Air Force Base,39.129501,-75.466003
Dupage Airport,41.90779877,-88.24859619
Desert Rock Airport,36.6194,-116.032997
Beauregard Regional Airport,30.831699,-93.339897
Durango La Plata County Airport,37.151501,-107.753998
Del Rio International Airport,29.3742008209,-100.927001953
Des Moines International Airport,41.534027,-93.656719
Destin Executive Airport,30.400101,-86.471497
Detroit Metropolitan Wayne County Airport,42.21377,-83.353786
Durant Regional Airport - Eaker Field,33.939675,-96.395072
Bisbee Douglas International Airport,31.464139,-109.60456
DuBois Regional Airport,41.17829895,-78.8986969
Devils Lake Regional Airport,48.115454,-98.908796
Danbury Municipal Airport,41.371656,-73.482227
Dyess Air Force Base,32.420799,-99.854599
Kearney Regional Airport,40.727001,-99.006798
Pangborn Memorial Airport,47.398899,-120.207001
Chippewa Valley Regional Airport,44.86579895019531,-91.48429870605469
Elizabeth City Regional Airport & Coast Guard Air Station,36.260601,-76.174599
Northwest Florida Beaches International Airport,30.357106,-85.795414
Edwards Air Force Base,34.910781,-117.886391
Needles Airport,34.7663002014,-114.623001099
Dillant Hopkins Airport,42.898399,-72.270798
Shelby County Airport,33.17699814,-86.78279877
Ellington Airport,29.607299804700002,-95.1587982178
Eagle County Regional Airport,39.64260101,-106.9179993
Duke Field,30.65040016,-86.52290344
Murray Field,40.803398,-124.112999
Elkins-Randolph County Regional Airport,38.889759,-79.857651
Elko Regional Airport,40.82490158081055,-115.79199981689453
South Arkansas Regional Airport at Goodwin Field,33.221001,-92.813301
Elmira Corning Regional Airport,42.1599006652832,-76.8916015625
Ely Municipal Airport,47.82450104,-91.83070374
El Paso International Airport,31.809908,-106.375607
Ely Airport Yelland Field,39.29970169,-114.8420029
Vance Air Force Base,36.339199,-97.916496
Wendover Airport,40.7187004089,-114.03099823
Kenosha Regional Airport,42.59569931,-87.92780304
Erie International Tom Ridge Field,42.083127,-80.173867
Delta County Airport,45.723199,-87.088623
Esler Army Airfield / Esler Regional Airport,31.394266,-92.294082
Eugene Airport,44.124599,-123.211998
Evansville Regional Airport,38.0369987488,-87.5324020386
Evanston-Uinta County Airport-Burns Field,41.27479935,-111.0350037
New Bedford Regional Airport,41.67610168457031,-70.95690155029297
Coastal Carolina Regional Airport,35.0730018616,-77.04290008539999
Newark Liberty International Airport,40.692501,-74.168701
Key West International Airport,24.556101,-81.759598
Felker Army Air Field,37.1325,-76.608803
Hector International Airport,46.9207,-96.815804
Fresno Yosemite International Airport,36.775767,-119.718018
Fayetteville Regional Airport - Grannis Field,34.991199,-78.880302
Simmons Army Air Field,35.13180161,-78.93669891
Butts AAF (Fort Carson) Air Field,38.67839813,-104.7570038
Findlay Airport,41.013500213600004,-83.66870117190001
Wright-Patterson Air Force Base,39.826099,-84.048302
Friday Harbor Airport,48.523654,-123.024645
Sierra Vista Municipal Airport / Libby Army Air Field,31.587383,-110.348225
Venango Regional Airport,41.3778991699,-79.8603973389
Flagstaff Pulliam Airport,35.139757,-111.669826
Fort Lauderdale Hollywood International Airport,26.072599,-80.152702
Florence Regional Airport,34.18539810180664,-79.7238998413086
Fort Meade Executive Airport,39.0854,-76.759399
Four Corners Regional Airport,36.741199,-108.230003
Page Field,26.58659935,-81.86329650879999
Northern Colorado Regional Airport,40.44969,-105.011272
Bishop International Airport,42.969294,-83.743355
Fort Dodge Regional Airport,42.552624,-94.191237
Topeka Regional Airport,38.950901,-95.663597
Treasure Coast International Airport,27.4951,-80.368301
Republic Airport,40.728576,-73.414267
Marshall Army Air Field,39.053021,-96.764202
Sioux Falls Regional Airport,43.585463,-96.741152
Henry Post Army Air Field,34.649799,-98.402199
Fort Smith Regional Airport,35.336601,-94.367401
Fort Stockton Pecos County Airport,30.9157009125,-102.916000366
Godman Army Air Field,37.907100677500004,-85.9720993042
Fort Worth Meacham International Airport,32.819919,-97.360818
Fulton County Airport Brown Field,33.7790985107,-84.5214004517
Fort Wayne International Airport,40.978896,-85.194465
Fort Lauderdale Executive Airport,26.1972999573,-80.1707000732
Drake Field,36.00510025024414,-94.17009735107422
Jalal-Abad Airport,40.944401,72.977798
Northeast Wyoming Regional Airport,44.3489,-105.539001
Garden City Regional Airport,37.9275016785,-100.723999023
